supplier_id,record_date,severity_level,category_of_violation,root_cause_category,corrective_actions_suggested,affected_product,process_involved,tone_of_letter,length_of_letter,deadline_for_resolution,resolution_status,follow_up_actions
S463,2024-08-20,Minor,Quality,Equipment Malfunction,1,Product A,Testing,Warning,755,20,Unresolved,1
S463,2024-09-07,Moderate,Quality,Human Error,0,Product C,Testing,Warning,522,25,Unresolved,1
S463,2023-02-11,Critical,Quality,Equipment Malfunction,0,Product A,Manufacturing,Formal,626,5,Pending,0
S463,2023-01-11,Minor,Regulatory,Human Error,1,Product A,Manufacturing,Warning,763,26,Unresolved,0
S463,2023-07-31,Moderate,Quality,Equipment Malfunction,0,Product C,Shipping,Warning,247,13,Pending,0
S463,2023-02-16,Critical,Safety,Human Error,1,Product A,Packaging,Warning,594,12,Resolved,1
S463,2024-03-21,Critical,Documentation,Equipment Malfunction,1,Product A,Packaging,Warning,853,3,Resolved,1
S463,2023-07-08,Critical,Quality,Human Error,0,Product C,Manufacturing,Formal,729,18,Pending,1
S463,2023-07-05,Minor,Documentation,Process Failure,1,Product D,Testing,Urgent,768,16,Resolved,1
S463,2024-10-11,Minor,Documentation,Process Failure,1,Product D,Packaging,Urgent,430,7,Resolved,0
S463,2024-02-20,Critical,Quality,Human Error,0,Product C,Testing,Warning,856,11,Pending,1
S463,2024-10-22,Moderate,Safety,Process Failure,1,Product A,Shipping,Formal,927,18,Unresolved,0
S463,2023-02-20,Moderate,Regulatory,Human Error,0,Product B,Shipping,Formal,550,22,Pending,0
S463,2024-07-27,Minor,Documentation,Process Failure,1,Product B,Testing,Urgent,873,23,Unresolved,0
S463,2024-09-30,Critical,Quality,Process Failure,0,Product B,Manufacturing,Formal,306,21,Unresolved,1
S463,2024-09-19,Minor,Quality,Equipment Malfunction,1,Product A,Manufacturing,Warning,850,22,Pending,0
S463,2024-11-29,Critical,Documentation,Equipment Malfunction,1,Product A,Testing,Urgent,110,19,Pending,0
S463,2023-12-10,Critical,Safety,Process Failure,1,Product A,Packaging,Formal,211,14,Pending,0
S463,2023-09-07,Minor,Documentation,Process Failure,0,Product B,Shipping,Warning,725,2,Pending,0
S463,2023-12-22,Minor,Quality,Process Failure,0,Product D,Testing,Urgent,513,11,Unresolved,0
S463,2023-01-31,Minor,Regulatory,Equipment Malfunction,1,Product C,Testing,Urgent,506,16,Pending,1
S463,2024-02-16,Critical,Documentation,Human Error,1,Product B,Packaging,Formal,453,12,Unresolved,0
S463,2024-05-21,Critical,Documentation,Equipment Malfunction,1,Product B,Manufacturing,Warning,285,3,Unresolved,1
S463,2023-01-25,Moderate,Safety,Human Error,0,Product C,Packaging,Warning,901,29,Unresolved,1
S463,2023-08-13,Minor,Safety,Process Failure,1,Product B,Packaging,Urgent,131,6,Unresolved,1
S463,2024-05-08,Critical,Quality,Process Failure,1,Product B,Testing,Formal,512,9,Resolved,0
S463,2023-04-24,Critical,Documentation,Process Failure,0,Product A,Packaging,Warning,613,9,Pending,1
S463,2024-07-04,Moderate,Regulatory,Equipment Malfunction,0,Product D,Testing,Formal,484,26,Pending,0
S463,2023-01-05,Critical,Regulatory,Human Error,0,Product C,Manufacturing,Urgent,463,6,Pending,0
S463,2023-12-13,Moderate,Safety,Equipment Malfunction,0,Product D,Manufacturing,Warning,429,6,Resolved,1
S463,2023-05-23,Critical,Safety,Process Failure,1,Product A,Packaging,Formal,425,25,Resolved,0
S463,2023-11-13,Critical,Quality,Equipment Malfunction,1,Product C,Shipping,Warning,289,14,Resolved,0
S463,2023-03-15,Minor,Regulatory,Process Failure,1,Product A,Manufacturing,Urgent,396,3,Unresolved,1
S463,2024-03-31,Critical,Regulatory,Equipment Malfunction,1,Product B,Packaging,Warning,936,7,Pending,1
S463,2024-08-09,Moderate,Safety,Human Error,1,Product C,Packaging,Formal,865,25,Unresolved,0
S463,2024-05-06,Moderate,Safety,Human Error,1,Product A,Manufacturing,Formal,549,27,Unresolved,0
S463,2024-02-29,Critical,Regulatory,Equipment Malfunction,1,Product B,Packaging,Formal,865,19,Unresolved,1
S463,2024-03-20,Critical,Quality,Equipment Malfunction,0,Product D,Manufacturing,Formal,547,25,Unresolved,1
S464,2023-04-23,Minor,Quality,Human Error,1,Product B,Manufacturing,Urgent,584,22,Unresolved,0
S464,2024-09-10,Moderate,Safety,Process Failure,0,Product D,Manufacturing,Formal,131,16,Resolved,1
S464,2024-11-21,Moderate,Safety,Human Error,0,Product A,Testing,Urgent,664,18,Resolved,1
S464,2023-11-17,Critical,Safety,Equipment Malfunction,1,Product B,Packaging,Formal,790,16,Pending,1
S464,2023-06-01,Moderate,Documentation,Equipment Malfunction,1,Product A,Shipping,Formal,950,28,Unresolved,1
S464,2024-02-14,Moderate,Documentation,Equipment Malfunction,1,Product B,Packaging,Formal,564,24,Pending,1
S464,2023-09-28,Moderate,Safety,Human Error,0,Product C,Packaging,Warning,728,17,Pending,0
S464,2023-04-10,Minor,Regulatory,Process Failure,1,Product B,Manufacturing,Formal,349,26,Pending,0
S464,2024-02-11,Critical,Safety,Equipment Malfunction,1,Product D,Testing,Formal,948,4,Pending,0
S464,2023-11-30,Minor,Quality,Process Failure,0,Product B,Shipping,Urgent,451,15,Unresolved,1
S464,2024-04-06,Moderate,Documentation,Human Error,0,Product C,Shipping,Warning,129,22,Pending,0
S464,2024-08-30,Minor,Quality,Human Error,0,Product C,Shipping,Formal,605,24,Resolved,0
S464,2024-01-01,Minor,Safety,Equipment Malfunction,1,Product C,Packaging,Urgent,903,14,Unresolved,0
S464,2024-03-12,Moderate,Quality,Process Failure,1,Product A,Manufacturing,Warning,889,5,Unresolved,1
S464,2023-03-27,Minor,Regulatory,Equipment Malfunction,0,Product C,Packaging,Formal,325,9,Pending,0
S464,2024-03-02,Moderate,Quality,Equipment Malfunction,0,Product A,Testing,Urgent,424,27,Pending,0
S464,2024-08-13,Moderate,Regulatory,Human Error,0,Product B,Shipping,Warning,450,15,Unresolved,1
S464,2024-01-05,Minor,Quality,Human Error,0,Product A,Shipping,Warning,843,28,Resolved,0
S464,2024-03-11,Minor,Regulatory,Human Error,0,Product B,Testing,Warning,217,19,Unresolved,0
S464,2023-06-28,Minor,Regulatory,Equipment Malfunction,1,Product C,Testing,Warning,532,28,Unresolved,1
S464,2024-12-29,Critical,Quality,Process Failure,1,Product D,Packaging,Warning,127,20,Resolved,0
S464,2023-12-06,Minor,Safety,Process Failure,1,Product D,Shipping,Urgent,623,19,Pending,1
S464,2024-05-14,Critical,Documentation,Equipment Malfunction,1,Product B,Testing,Urgent,673,26,Resolved,1
S464,2024-05-19,Moderate,Documentation,Human Error,0,Product D,Packaging,Urgent,693,28,Resolved,1
S464,2023-05-18,Minor,Documentation,Process Failure,0,Product A,Shipping,Formal,940,23,Resolved,1
S464,2023-05-05,Moderate,Regulatory,Process Failure,0,Product B,Testing,Warning,283,23,Pending,0
S464,2024-03-09,Minor,Quality,Human Error,1,Product B,Packaging,Formal,585,28,Resolved,0
S464,2023-02-23,Minor,Quality,Process Failure,1,Product A,Testing,Urgent,167,29,Pending,0
S464,2023-05-05,Critical,Safety,Process Failure,0,Product C,Packaging,Formal,330,3,Pending,1
S464,2023-05-08,Minor,Documentation,Process Failure,1,Product A,Shipping,Warning,896,28,Pending,0
S464,2023-06-16,Critical,Regulatory,Equipment Malfunction,0,Product B,Testing,Urgent,648,15,Resolved,0
S464,2023-09-19,Minor,Regulatory,Equipment Malfunction,1,Product C,Packaging,Urgent,417,9,Resolved,0
S464,2023-07-21,Minor,Documentation,Equipment Malfunction,1,Product C,Shipping,Formal,349,5,Unresolved,0
S464,2023-10-01,Critical,Documentation,Process Failure,1,Product D,Packaging,Urgent,713,5,Pending,0
S464,2023-02-17,Critical,Quality,Human Error,1,Product A,Manufacturing,Formal,163,1,Unresolved,1
S465,2023-05-28,Critical,Documentation,Human Error,0,Product B,Testing,Urgent,576,17,Resolved,1
S465,2024-02-04,Moderate,Documentation,Human Error,0,Product D,Manufacturing,Warning,738,29,Pending,1
S465,2023-02-21,Minor,Quality,Human Error,1,Product D,Packaging,Urgent,251,18,Resolved,0
S465,2024-07-04,Minor,Regulatory,Equipment Malfunction,1,Product C,Packaging,Formal,197,13,Resolved,1
S465,2023-03-24,Moderate,Documentation,Equipment Malfunction,1,Product C,Shipping,Warning,730,28,Pending,1
S465,2024-11-26,Moderate,Quality,Process Failure,0,Product A,Manufacturing,Formal,855,20,Resolved,0
S465,2024-02-20,Critical,Documentation,Human Error,0,Product C,Packaging,Warning,917,18,Resolved,0
S465,2024-09-01,Critical,Safety,Equipment Malfunction,0,Product D,Packaging,Urgent,289,6,Pending,1
S465,2023-05-14,Moderate,Documentation,Process Failure,0,Product D,Packaging,Urgent,249,9,Resolved,1
S465,2023-05-07,Moderate,Regulatory,Human Error,1,Product D,Testing,Urgent,421,5,Unresolved,1
S465,2024-11-30,Critical,Regulatory,Equipment Malfunction,0,Product A,Testing,Warning,896,2,Pending,1
S465,2024-10-17,Moderate,Quality,Process Failure,0,Product D,Testing,Formal,660,27,Unresolved,1
S465,2023-04-14,Moderate,Regulatory,Process Failure,0,Product B,Packaging,Formal,991,24,Pending,0
S465,2023-03-03,Critical,Safety,Equipment Malfunction,0,Product B,Shipping,Warning,440,7,Pending,0
S466,2024-06-20,Critical,Safety,Equipment Malfunction,0,Product A,Testing,Warning,623,1,Resolved,1
S466,2023-01-22,Moderate,Safety,Human Error,1,Product B,Testing,Urgent,820,2,Resolved,1
S466,2023-01-13,Critical,Safety,Process Failure,1,Product B,Manufacturing,Urgent,167,2,Unresolved,0
S466,2024-06-20,Critical,Quality,Human Error,0,Product D,Shipping,Warning,341,20,Resolved,0
S466,2023-11-05,Moderate,Quality,Human Error,1,Product B,Packaging,Warning,444,17,Unresolved,0
S466,2023-04-03,Critical,Regulatory,Equipment Malfunction,1,Product C,Testing,Warning,492,25,Unresolved,0
S466,2023-08-14,Critical,Documentation,Process Failure,0,Product C,Manufacturing,Urgent,656,15,Unresolved,1
S466,2023-05-17,Minor,Quality,Process Failure,0,Product B,Manufacturing,Formal,160,23,Pending,0
S466,2024-08-14,Minor,Safety,Human Error,1,Product D,Shipping,Urgent,706,13,Resolved,1
S466,2023-05-20,Minor,Documentation,Process Failure,0,Product C,Packaging,Warning,105,12,Resolved,0
S466,2023-09-08,Moderate,Quality,Human Error,0,Product B,Packaging,Urgent,851,27,Pending,0
S466,2023-12-03,Minor,Documentation,Equipment Malfunction,1,Product A,Packaging,Warning,140,1,Unresolved,0
S466,2023-04-27,Minor,Safety,Human Error,1,Product D,Shipping,Formal,140,7,Unresolved,0
S466,2023-03-04,Critical,Quality,Human Error,0,Product C,Shipping,Urgent,620,29,Unresolved,0
S466,2023-09-27,Moderate,Documentation,Process Failure,0,Product C,Testing,Warning,450,11,Pending,1
S466,2024-03-01,Critical,Quality,Process Failure,1,Product C,Shipping,Formal,890,4,Pending,1
S466,2023-08-19,Moderate,Regulatory,Human Error,1,Product C,Manufacturing,Urgent,881,26,Resolved,0
S466,2023-03-18,Critical,Documentation,Human Error,0,Product A,Testing,Formal,427,10,Pending,1
S466,2023-12-28,Critical,Quality,Human Error,1,Product D,Packaging,Urgent,295,28,Unresolved,1
S466,2023-03-12,Critical,Documentation,Equipment Malfunction,1,Product C,Manufacturing,Warning,136,12,Pending,0
S466,2023-08-31,Moderate,Quality,Process Failure,0,Product C,Manufacturing,Warning,554,6,Pending,1
S466,2023-01-30,Critical,Quality,Human Error,1,Product C,Manufacturing,Urgent,679,15,Unresolved,0
S466,2023-05-13,Minor,Regulatory,Human Error,1,Product D,Packaging,Warning,464,5,Resolved,0
S467,2024-10-29,Minor,Documentation,Process Failure,0,Product D,Manufacturing,Urgent,617,27,Resolved,1
S467,2024-04-29,Minor,Quality,Process Failure,1,Product A,Packaging,Urgent,889,13,Pending,1
S467,2023-08-21,Critical,Regulatory,Human Error,0,Product A,Testing,Urgent,734,6,Resolved,1
S467,2024-12-27,Critical,Documentation,Equipment Malfunction,0,Product C,Packaging,Warning,925,6,Resolved,0
S467,2024-07-02,Critical,Documentation,Human Error,1,Product D,Packaging,Warning,839,13,Unresolved,0
S467,2024-05-10,Moderate,Safety,Process Failure,1,Product A,Manufacturing,Urgent,701,14,Unresolved,1
S467,2024-10-03,Critical,Safety,Equipment Malfunction,0,Product C,Testing,Formal,165,22,Unresolved,1
S467,2023-06-22,Minor,Regulatory,Human Error,0,Product A,Testing,Urgent,690,25,Pending,1
S467,2024-10-19,Minor,Quality,Human Error,0,Product B,Manufacturing,Urgent,516,11,Pending,0
S467,2024-10-02,Minor,Safety,Equipment Malfunction,0,Product B,Testing,Warning,781,3,Resolved,0
S467,2023-01-28,Moderate,Quality,Equipment Malfunction,1,Product D,Testing,Warning,655,8,Pending,1
S467,2024-09-05,Moderate,Documentation,Process Failure,1,Product D,Packaging,Formal,951,12,Resolved,0
S467,2023-03-06,Moderate,Quality,Human Error,1,Product D,Shipping,Warning,609,16,Unresolved,1
S467,2024-11-07,Minor,Documentation,Equipment Malfunction,1,Product A,Shipping,Formal,133,24,Unresolved,0
S467,2024-03-20,Critical,Documentation,Equipment Malfunction,0,Product D,Packaging,Urgent,248,25,Unresolved,1
S467,2024-04-17,Moderate,Regulatory,Human Error,0,Product A,Packaging,Urgent,514,7,Unresolved,1
S467,2024-09-23,Critical,Regulatory,Human Error,1,Product B,Shipping,Warning,380,27,Unresolved,0
S467,2024-01-27,Minor,Quality,Process Failure,1,Product A,Packaging,Warning,164,4,Resolved,1
S467,2024-08-07,Minor,Safety,Human Error,0,Product B,Shipping,Urgent,722,19,Unresolved,1
S467,2023-03-02,Moderate,Documentation,Process Failure,0,Product B,Manufacturing,Formal,799,8,Pending,1
S467,2024-06-22,Moderate,Safety,Human Error,1,Product B,Shipping,Warning,746,3,Unresolved,0
S467,2024-01-01,Minor,Quality,Human Error,1,Product D,Packaging,Urgent,231,20,Pending,1
S467,2024-02-17,Minor,Documentation,Process Failure,1,Product A,Shipping,Warning,488,18,Pending,0
S467,2024-06-10,Minor,Documentation,Human Error,1,Product A,Shipping,Warning,207,9,Pending,0
S467,2024-07-13,Critical,Regulatory,Process Failure,0,Product D,Shipping,Warning,276,8,Unresolved,1
S467,2023-08-15,Minor,Safety,Equipment Malfunction,0,Product C,Testing,Urgent,105,12,Pending,1
S467,2023-07-05,Critical,Documentation,Equipment Malfunction,0,Product D,Packaging,Warning,603,7,Unresolved,0
S467,2024-12-03,Critical,Documentation,Equipment Malfunction,1,Product B,Manufacturing,Warning,887,23,Pending,1
S467,2024-12-10,Moderate,Regulatory,Human Error,0,Product A,Shipping,Warning,573,15,Pending,1
S467,2023-03-31,Minor,Regulatory,Process Failure,0,Product B,Manufacturing,Formal,158,27,Pending,0
S467,2024-04-21,Critical,Quality,Equipment Malfunction,0,Product D,Shipping,Formal,275,24,Unresolved,0
S467,2024-12-19,Moderate,Quality,Human Error,0,Product B,Shipping,Urgent,445,4,Pending,1
S467,2023-11-01,Critical,Regulatory,Equipment Malfunction,0,Product B,Shipping,Warning,686,11,Resolved,1
S467,2023-05-04,Critical,Documentation,Equipment Malfunction,0,Product B,Shipping,Formal,595,14,Resolved,0
S467,2023-02-23,Critical,Safety,Human Error,0,Product B,Manufacturing,Urgent,903,29,Pending,0
S467,2024-06-02,Minor,Quality,Process Failure,1,Product C,Testing,Warning,594,20,Resolved,1
S468,2024-09-27,Moderate,Regulatory,Equipment Malfunction,0,Product D,Manufacturing,Formal,456,27,Pending,1
S468,2024-03-22,Moderate,Documentation,Equipment Malfunction,1,Product D,Manufacturing,Warning,852,23,Unresolved,1
S468,2023-07-15,Critical,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Urgent,467,5,Unresolved,1
S468,2023-08-12,Critical,Safety,Equipment Malfunction,1,Product D,Packaging,Formal,561,20,Pending,1
S468,2023-04-12,Critical,Regulatory,Human Error,0,Product C,Shipping,Formal,887,21,Unresolved,1
S469,2023-09-28,Moderate,Documentation,Process Failure,0,Product B,Shipping,Urgent,176,15,Pending,1
S469,2023-04-18,Minor,Quality,Human Error,1,Product D,Packaging,Formal,149,10,Resolved,0
S469,2024-07-16,Critical,Documentation,Process Failure,0,Product D,Packaging,Urgent,977,27,Resolved,0
S469,2023-04-01,Moderate,Quality,Human Error,1,Product D,Packaging,Warning,444,8,Unresolved,1
S469,2023-12-24,Minor,Safety,Human Error,1,Product A,Packaging,Warning,989,29,Unresolved,0
S469,2023-06-07,Minor,Safety,Process Failure,0,Product B,Shipping,Urgent,347,1,Pending,1
S469,2023-06-07,Moderate,Documentation,Equipment Malfunction,1,Product D,Shipping,Urgent,113,26,Resolved,0
S469,2024-12-27,Critical,Regulatory,Human Error,0,Product A,Packaging,Warning,439,28,Unresolved,1
S469,2023-10-14,Critical,Regulatory,Process Failure,0,Product D,Shipping,Warning,396,16,Resolved,0
S470,2023-04-21,Moderate,Quality,Equipment Malfunction,1,Product B,Manufacturing,Warning,441,12,Unresolved,0
S470,2023-12-09,Minor,Documentation,Equipment Malfunction,1,Product A,Packaging,Warning,618,26,Unresolved,1
S470,2024-06-09,Minor,Safety,Equipment Malfunction,1,Product B,Testing,Urgent,725,8,Resolved,0
S470,2023-12-23,Critical,Safety,Equipment Malfunction,0,Product B,Manufacturing,Warning,381,2,Resolved,1
S470,2024-04-15,Moderate,Quality,Equipment Malfunction,1,Product B,Shipping,Urgent,186,9,Resolved,0
S470,2023-11-17,Critical,Quality,Process Failure,0,Product C,Manufacturing,Formal,846,7,Resolved,1
S470,2023-10-12,Critical,Regulatory,Equipment Malfunction,0,Product C,Packaging,Urgent,564,11,Resolved,1
S470,2023-09-01,Minor,Safety,Process Failure,1,Product C,Testing,Urgent,385,26,Unresolved,1
S470,2023-05-12,Minor,Quality,Equipment Malfunction,1,Product A,Testing,Warning,900,8,Resolved,1
S470,2023-02-15,Moderate,Documentation,Equipment Malfunction,0,Product B,Testing,Urgent,913,19,Unresolved,0
S470,2024-03-18,Critical,Regulatory,Process Failure,1,Product A,Manufacturing,Warning,717,11,Resolved,1
S470,2024-05-07,Critical,Safety,Equipment Malfunction,0,Product D,Shipping,Warning,203,22,Resolved,1
S470,2024-01-25,Moderate,Regulatory,Process Failure,1,Product A,Shipping,Urgent,784,16,Unresolved,0
S470,2024-01-01,Minor,Quality,Equipment Malfunction,0,Product A,Manufacturing,Warning,615,27,Resolved,1
S470,2023-05-22,Minor,Safety,Process Failure,0,Product D,Packaging,Urgent,324,21,Pending,1
S470,2024-03-24,Moderate,Quality,Process Failure,0,Product C,Shipping,Warning,770,25,Unresolved,1
S470,2023-03-07,Moderate,Quality,Equipment Malfunction,1,Product C,Testing,Formal,493,18,Pending,1
S470,2023-07-30,Minor,Regulatory,Equipment Malfunction,0,Product D,Shipping,Warning,408,8,Unresolved,0
S470,2024-09-27,Minor,Regulatory,Human Error,1,Product D,Manufacturing,Urgent,281,6,Resolved,0
S470,2024-01-02,Critical,Documentation,Equipment Malfunction,0,Product D,Testing,Warning,437,16,Pending,1
S470,2024-02-18,Moderate,Documentation,Equipment Malfunction,0,Product A,Manufacturing,Formal,284,18,Unresolved,1
S470,2024-04-23,Moderate,Quality,Process Failure,0,Product B,Shipping,Urgent,297,29,Pending,0
S470,2023-02-20,Minor,Quality,Process Failure,1,Product D,Testing,Urgent,237,2,Unresolved,0
S470,2023-06-04,Minor,Quality,Equipment Malfunction,1,Product D,Testing,Warning,695,22,Resolved,1
S470,2024-03-03,Moderate,Documentation,Human Error,1,Product B,Testing,Urgent,935,5,Resolved,1
S470,2024-03-25,Critical,Documentation,Equipment Malfunction,0,Product B,Packaging,Urgent,608,10,Pending,1
S470,2024-07-09,Minor,Safety,Process Failure,0,Product A,Manufacturing,Urgent,803,11,Pending,1
S470,2023-10-21,Critical,Safety,Equipment Malfunction,0,Product C,Testing,Warning,519,11,Pending,0
S470,2024-06-14,Moderate,Safety,Human Error,1,Product A,Packaging,Urgent,835,4,Pending,0
S470,2023-06-27,Critical,Quality,Human Error,1,Product A,Testing,Warning,329,19,Pending,0
S470,2024-06-29,Minor,Documentation,Equipment Malfunction,0,Product D,Testing,Urgent,717,2,Unresolved,1
S470,2024-04-30,Minor,Safety,Equipment Malfunction,1,Product C,Manufacturing,Formal,339,2,Unresolved,0
S470,2023-12-29,Minor,Regulatory,Equipment Malfunction,0,Product B,Manufacturing,Warning,131,1,Pending,1
S470,2024-11-11,Critical,Documentation,Process Failure,0,Product B,Packaging,Formal,966,25,Pending,0
